brand,gender,itemName,itemName_fully_derived,model_id,product_domain,collection,model_family,subCategory,fabric,construction,seamless,scrunchFlag,invisibleFlag,neckline,strap_configuration,support_level,rise,length,variant,usage_category,usage_subtype,categoryName,subCategoryParent,ageGroup,sizeType,fitStyle,activityTags,price,salePrice,description,featured,images,thumbnails_json,external_item_id,campaign_or_series,altText,ariaText,videoAltText,videos,images2,CropAllowed,db_itemId,assignment_source,_images_helper_normalize
Nike,Female,Zenvy: Flared Leggings,Yes,nike_female_leggings_flared,,,,Leggings,,Flared,,,,,,,,,,,,Pants,Pants,Adults,Standard,Loose Fit,"yoga,studio",69.99,54.99,"Sleek, sculpting, and softly flared—these leggings are made out of smooth InfinaSoft fabric and have a wide waistband that hugs you just right. Along with a hidden back pocket for your phone, they’re all about minimalist comfort with just enough edge. Wear them to yoga or brunch—they’ll move with you either way.",,images/brands/nike/women/zenvy/leggings-high-waisted-flared/green/,images/brands/nike/women/zenvy/leggings-high-waisted-flared/green/01.mp4;images/brands/nike/women/zenvy/leggings-high-waisted-flared/green/02.png;images/brands/nike/women/zenvy/leggings-high-waisted-flared/green/03.png;images/brands/nike/women/zenvy/leggings-high-waisted-flared/green/04.png;images/brands/nike/women/zenvy/leggings-high-waisted-flared/green/05.png,nike-zenvy-flared-leggings,nike_zenvy,Model wearing flared teal Nike leggings with wide waistband and back phone pocket,"Nike Zenvy flared leggings in teal with sculpting InfinaSoft fabric, wide waistband, and hidden back pocket for your phone.",,,,Yes,27,custom,
Nike,Female,Zenvy: High-Waisted Leggings,Yes,nike_female_leggings,,,,Leggings,,,,,,,,,,,,,,Pants,Pants,Adults,Standard,Compression,"yoga,studio",64.99,55.24,"Move like you mean it in the Zenvy High-Waisted Leggings, built to flex with your flow—whether you're leaping into your day or stretching it out at the studio. Made with ultra-smooth InfinaSoft fabric, they feel light, barely-there, and designed to hug your shape with just the right amount of support. The wide waistband stays in place without digging in, and the sleek lavender hue brings a calm, confident vibe to every move.",,images/brands/nike/women/zenvy/leggings-high_waisted-full_length/purple/,images/brands/nike/women/zenvy/leggings-high_waisted-full_length/purple/01.png;images/brands/nike/women/zenvy/leggings-high_waisted-full_length/purple/02.png,nike-zenvy-high-waisted-leggings,nike_zenvy,"Model wearing lavender high-waisted Nike Zenvy leggings and matching sports bra, holding a puffy white gym bag.",Nike Zenvy High-Waisted Leggings in lavender. Model shown wearing leggings with matching sports bra and puffy gym bag. Designed for lightweight support and movement-friendly comfort.,,,,Yes,28,custom,
Nike,Unisex,600ml Water Bottle,Yes,nike_unisex_water_bottle,,,,Water_Bottle,,,,,,,,,,,,,,Equipment,Equipment,All Ages,Standard,Regular Fit,all-purpose,17.5,14,"Stay hydrated on the move with this easy-squeeze Nike 600ml Water Bottle. Designed with ergonomic grip zones and a leak-resistant valve, it’s perfect for workouts, training, or everyday use.",,images/brands/nike/accessories/waterbottles/600ml/,images/brands/nike/accessories/waterbottles/600ml/01.png,nike-600ml-water-bottle,core,Pink and black Nike 600ml water bottle with ergonomic grip and squeeze spout.,Nike 600ml water bottle in pink and black with textured grip panels and a built-in spout for quick hydration during training.,,,,No,29,custom,
Pangaia,Female,MotionFlex Seamless Sports Bra,Yes,pangaia_female_motionflex_sports_bra_seamless,Apparel,MotionFlex,,Sports_Bra,,,,,,,,,,,Seamless,,,Tops,Tops,Teens,Standard,Compression,"gym,studio",54.99,46.74,"Smooth, sculpted, and ready for movement—this seamless sports bra supports you without limits. The double-layer knit offers a compressive feel, while the wide straps and racerback cut give you full range of motion. Made with a sleek, high-stretch yarn, it hugs close without digging in. Wear it on its own or under layers—either way, it’s your go-to for every kind of training session.",,images/brands/pangaia/women/stretch-compressive-sports_bra-volcanic_grey/,images/brands/pangaia/women/stretch-compressive-sports_bra-volcanic_grey/01.png;images/brands/pangaia/women/stretch-compressive-sports_bra-volcanic_grey/02.png;images/brands/pangaia/women/stretch-compressive-sports_bra-volcanic_grey/03.png;images/brands/pangaia/women/stretch-compressive-sports_bra-volcanic_grey/04.png,pangaia-motionflex-seamless-sports-bra,pangaia_motionflex,"Model wearing the MotionFlex Seamless Sports Bra in Volcanic Grey, shown from front, side, and back to highlight compressive fit and racerback design.","MotionFlex Seamless Sports Bra in Volcanic Grey. Smooth, high-stretch knit with a compressive fit and racerback cut for unrestricted movement.",,,,Yes,30,course,
Pro-Tec,Unisex,Classic Skate Helmet,Yes,pro-tec_unisex_helmet,,,,Helmet,,,,,,,,,,,,,,Equipment,Equipment,All Ages,Standard,Regular Fit,"skateboarding,protective",79.99,64.99,"A timeless classic in skate protection, the Pro-Tec Classic Skate Helmet delivers trusted safety with iconic style. Featuring a durable high-impact shell, EPS foam liner, and a secure fit system, it’s built to protect skaters during everyday sessions at the park or on the street. Ventilation ports improve airflow while maintaining a low-profile silhouette that has made Pro-Tec a staple in skate culture for decades.",,images/brands/protec/skate_helmet/,images/brands/protec/skate_helmet/01.png,protec_classic_skate_helmet,protec_helmets,"Black Pro-Tec Classic Skate Helmet shown from front, side, and rear angles, featuring the rounded shell design and vent holes.","Pro-Tec Classic Skate Helmet with hard shell construction and vented design, shown in multiple angles for skateboarding protection.",,,,No,31,custom,
Puma,Unisex,RS-X³ Spectra,Yes,puma_unisex_trainers,,,,Trainers,,,,,,,,,,,,,,Shoes,Shoes,Adults,Standard,Regular Fit,"lifestyle,gym",149.99,129.99,"Bold, unapologetic, and ready to move—this remix of the classic RS series levels up the style and the cushioning. The RS-X³ Spectra layers color, texture, and dimension into a chunky retro silhouette that’s built to turn heads and keep you grounded. With vibrant colorblocking and extra foam in the sole, it’s the perfect shoe for training days, streetwear statements, or wherever your day takes you.",,images/brands/puma/men/training_shoes/rs-x³_spectra/,images/brands/puma/men/training_shoes/rs-x³_spectra/01.png;images/brands/puma/men/training_shoes/rs-x³_spectra/02.png,puma-rsx-spectra,puma_rsx,"Side view of the Puma RS-X³ Spectra sneaker, featuring a multi-color design with red, yellow, blue, black, white, and gray panels on a thick white sole.","Puma RS-X³ Spectra training shoe with multicolor paneling and chunky white sole. Retro-inspired design with red, yellow, blue, and black details.",,,,No,32,course,
Reebok,Unisex,Nano X3,Yes,reebok_unisex_trainers,,,,Trainers,,,,,,,,,,,,,,Shoes,Shoes,Adults,Standard,Regular Fit,"crossfit,training",159.95,135.96,"Engineered for everything from lifting sessions to agility drills, the Reebok Nano X3 delivers versatility without compromise. Its durable Flexweave® knit upper is breathable yet supportive, while the Lift and Run Chassis system adapts to your movement—firm for stability under load, cushioned for comfort on the move. Floatride Energy Foam in the forefoot gives responsive comfort whether you're sprinting or grinding through your last set. Built tough but made to move, the Nano X3 brings high-performance tech to every part of your workout",,images/brands/reebok/men/training_shoes/nano_X3/black_court_brown/;images/brands/reebok/men/training_shoes/nano_X3/core_black-neon_cherry/;images/brands/reebok/men/training_shoes/nano_X3/pure_white/,images/brands/reebok/men/training_shoes/nano_X3/black_court_brown/01.png;images/brands/reebok/men/training_shoes/nano_X3/core_black-neon_cherry/02.png;images/brands/reebok/men/training_shoes/nano_X3/pure_white/03.png,reebok-nano-x3,reebok_nano,"Side view of the Reebok Nano X3 training shoe, featuring a low-cut design with a breathable Flexweave upper, external heel clip for stability, and a cushioned outsole with Floatride Energy Foam for performance training. Shown in black/court brown, core black/neon cherry, and pure white colorways.","Reebok Nano X3 training shoe, designed for both lifting and cardio with a breathable Flexweave upper, adaptive Lift and Run Chassis, and Floatride Energy Foam cushioning. Available in black with court brown, black with neon cherry, and pure white colorways.",,,,No,33,custom,
Ryderwear,Female,NKD Scrunch V High-Waisted Leggings,Yes,ryderwear_female_nkd_leggings_v_high_waisted_scrunch,Apparel,NKD,NULL,Leggings,,V,,Yes,,,,,High_Waisted,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,92,,
Ryderwear,Female,NKD Scrunch V Leggings,Yes,ryderwear_female_nkd_leggings_v_full_length_scrunch,Apparel,NKD,NULL,Leggings,,V,,Yes,,,,,,Full_Length,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,93,,
Ryderwear,Female,NKD Scrunch V Pocket Leggings,Yes,ryderwear_female_nkd_leggings_v_full_length_pocket_scrunch,Apparel,NKD,NULL,Leggings,,V,,Yes,,,,,,Full_Length,Pocket,,,Pants,Pants,,,,,,,,,,,,,,,,,,,94,,
Ryderwear,Female,NKD Scrunch V Pocket Shorts,Yes,ryderwear_female_nkd_shorts_v_pocket_scrunch,Apparel,NKD,NULL,Shorts,,V,,Yes,,,,,,,Pocket,,,Pants,Pants,,,,,,,,,,,,,,,,,,,95,,
Ryderwear,Female,NKD Scrunch V Shorts,Yes,ryderwear_female_nkd_shorts_v_scrunch,Apparel,NKD,NULL,Shorts,,V,,Yes,,,,,,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,96,,
Ryderwear,Female,NKD Scrunch V Halter Bra,Yes,ryderwear_female_nkd_sports_bra_longline_v_neck_halter_light_support_scrunch,Apparel,NKD,NULL,Sports_Bra,,Longline,,Yes,NULL,V_Neck,Halter,Light_Support,NULL,NULL,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,91,,
Ryderwear,Female,NKD Scrunch Halter Tank Top,Yes,ryderwear_female_nkd_tank_top_scrunch,Apparel,NKD,NULL,Tank_Top,,,,Yes,,,,,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,90,,
Ryderwear,Female,NKD Scrunch Bodysuit,Yes,ryderwear_female_nkd_bodysuit_v_scrunch,Apparel,NKD,NULL,Bodysuit,,V,No,Yes,,,,,,,,Training,Gym,Set,Set,,,,,,,,,,,,,,,,,,,89,,
Ryderwear,Female,NKD Cross Waist Flared Leggings,Yes,ryderwear_female_nkd_leggings_flared_cross_over,Apparel,NKD,NULL,Leggings,,Flared_Cross_Over,,,,,,,,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,84,,
Ryderwear,Female,NKD Bandeau Sports Bra,Yes,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support,Apparel,NKD,NULL,Sports_Bra,,Elastic_Underbust_Band,,No,NULL,Bandeau,Strapless,Low_Support,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,82,,
Ryderwear,Female,NKD Knot Sports Bra,Yes,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,Apparel,NKD,NULL,Sports_Bra,,Elastic_Underbust_Band,,No,NULL,Knot,Cross_Over_Back,Light_Support,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,87,,
Ryderwear,Female,NKD One Shoulder Sports Bra,Yes,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,Apparel,NKD,NULL,Sports_Bra,,Elastic_Underbust_Band,,No,NULL,One_Shoulder,Asymmetrical_Back,Low_Support,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,88,,
Ryderwear,Female,NKD Underwire Keyhole Sports Bra,Yes,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,Apparel,NKD,NULL,Sports_Bra,,Underwire,No,Yes,NULL,Keyhole,Racerback,Medium_Support,NULL,NULL,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,101,,
Ryderwear,Female,NKD Twist Sports Bra,Yes,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,Apparel,NKD,NULL,Sports_Bra,,,,No,NULL,V_Neck,Cross_Over_Back,Low_Support,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,99,,
Ryderwear,Female,NKD Embody Sports Crop,No,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,Apparel,NKD,NULL,Sports_Bra,,NULL,,No,NULL,V_Neck,Cross_Over_Back,Light_Support,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,85,,
Ryderwear,Female,NKD Half Zip Long Sleeve Top,Yes,ryderwear_female_nkd_long_sleeve_half_zip,Apparel,NKD,NULL,Long_Sleeve,,,,,,,,,,,Half_Zip,,,Tops,Tops,,,,,,,,,,,,,,,,,,,86,,
Ryderwear,Female,NKD Square Neck Top,Yes,ryderwear_female_nkd_tank_top_square_neck,Apparel,NKD,NULL,Tank_Top,,Square_Neck,,,,,,,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,97,,
Ryderwear,Female,NKD Tee,Yes,ryderwear_female_nkd_t_shirt,Apparel,NKD,NULL,T_Shirt,,,,,,,,,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,98,,
Ryderwear,Female,NKD Underwire Keyhole Bodysuit,Yes,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,Apparel,NKD,NULL,Bodysuit,,Underwire,No,Yes,No,Keyhole,Cross_Over_Back,Light_Support,NULL,NULL,,,,Set,Set,,,,,,,,,,,,,,,,,,,100,,
Ryderwear,Female,NKD Core Bra,No,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,Apparel,NKD,NULL,Sports_Bra,,Elastic_Underbust_Band,Yes,No,NULL,Square_Neck,Straight_Back,Light_Support,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,83,,
Ryderwear,Female,Rib Seamless Halter Sports Bra,Yes,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,Apparel,Rib_Seamless,NULL,Sports_Bra,,,Yes,No,NULL,V_Neck,Halter,Low_Support,NULL,NULL,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,105,,
Ryderwear,Female,Rib Seamless T-Shirt,Yes,ryderwear_female_rib_seamless_t_shirt,Apparel,Rib_Seamless,NULL,T_Shirt,,,Yes,,,,,,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,108,,
Ryderwear,Female,Rib Seamless Scrunch Leggings,Yes,ryderwear_female_rib_seamless_leggings_waistband_scrunch,Apparel,Rib_Seamless,NULL,Leggings,,Waistband,Yes,Yes,,,,,,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,106,,
Ryderwear,Female,Rib Seamless Scrunch Shorts,Yes,ryderwear_female_rib_seamless_shorts_waistband_scrunch,Apparel,Rib_Seamless,NULL,Shorts,,Waistband,Yes,Yes,,,,,,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,107,,
Ryderwear,Female,Lift Rib Seamless Halter Sports Bra,Yes,ryderwear_female_rib_seamless_sports_bra_scoop_neck_halter_light_support,Apparel,Rib_Seamless,NULL,Sports_Bra,,,Yes,No,NULL,Scoop_Neck,Halter,Light_Support,NULL,NULL,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,79,,
Ryderwear,Female,Lift 2.0 Seamless Sports Bra,Yes,ryderwear_female_lift_2_0_sports_bra_rib_waistband_light_support,Apparel,Lift_2_0,NULL,Sports_Bra,,Rib_Waistband,Yes,No,,,,Light_Support,,,,Gym,Strength,Tops,Tops,,,,,,,"Featuring adjustable straps and a secure ribbed underband, the sports bra delivers light support with a flattering fit that moves comfortably with you. Wear it solo or pair it with the matching bottoms for a cohesive sculpted look.",,,,,,,,,,,,78,,
Ryderwear,Female,Lift 2.0 BBL Seamless High-Waisted Leggings,Yes,ryderwear_female_lift_2_0_leggings_foldover_ribbed_high_waisted,Apparel,Lift_2_0,NULL,Leggings,,Foldover_Ribbed,Yes,No,,,,,High_Waisted,,,,,Pants,Pants,,,,,,,"The high-waisted design and foldover ribbed waistband provide a secure, flattering fit, while sculpting panels contour and enhance the glutes for a confident, contoured silhouette inspired by Brazilian-style shaping.",,,,,,,,,,,,76,,
Ryderwear,Female,Lift 2.0 BBL Seamless High-Waisted Shorts,Yes,ryderwear_female_lift_2_0_shorts_foldover_ribbed_high_waisted,Apparel,Lift_2_0,NULL,Shorts,,Foldover_Ribbed,Yes,No,,,,,High_Waisted,,,,,Pants,Pants,,,,,,,"The high-waisted, foldover ribbed waistband ensures a secure fit, while sculpting panels subtly define and enhance the glutes for a lifted, confident look during every session.",,,,,,,,,,,,77,,
Ryderwear,Female,Contour Halter Sports Bra,Yes,ryderwear_female_contour_sports_bra_rib_waistband_light_support,Apparel,Contour,NULL,Sports_Bra,,Rib_Waistband,Yes,No,NULL,,,Light_Support,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,55,,
Ryderwear,Female,Contour Seamless High-Waisted Shorts,Yes,ryderwear_female_contour_shorts_foldover_ribbed_high_waisted,Apparel,Contour,NULL,Shorts,,Foldover_Ribbed,Yes,No,NULL,,,,High_Waisted,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,57,,
Ryderwear,Female,Contour Seamless High-Waisted Leggings,Yes,ryderwear_female_contour_leggings_foldover_ribbed_high_waisted,Apparel,Contour,NULL,Leggings,,Foldover_Ribbed,Yes,No,NULL,,,,High_Waisted,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,56,,
Ryderwear,Female,Contour Track Pants,Yes,ryderwear_female_contour_track_pants_brushed_fleece_elastic_waistband_ankle_cuff,Apparel,Contour,NULL,Track_Pants,Brushed_Fleece,Elastic_Waistband_Ankle_Cuff,,,,,,,,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,58,,
Ryderwear,Female,Sculpt Seamless Halter Sports Bra,Yes,ryderwear_female_sculpt_sports_bra_rib_waistband_low_support,Apparel,Sculpt,NULL,Sports_Bra,,Rib_Waistband,Yes,No,NULL,,,Low_Support,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,109,,
Ryderwear,Female,Sculpt Seamless High-Waisted Shorts,Yes,ryderwear_female_sculpt_shorts_foldover_ribbed_high_waisted_scrunch,Apparel,Sculpt,NULL,Shorts,,Foldover_Ribbed,Yes,Yes,No,,,,High_Waisted,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,111,,
Ryderwear,Female,Sculpt Seamless High-Waisted Leggings,Yes,ryderwear_female_sculpt_leggings_foldover_ribbed_high_waisted_scrunch,Apparel,Sculpt,NULL,Leggings,,Foldover_Ribbed,Yes,Yes,No,,,,High_Waisted,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,110,,
Ryderwear,Female,Stonewash Seamless Sports Bra,Yes,ryderwear_female_stonewash_sports_bra_rib_waistband_v_neck_racerback_light_support,Apparel,Stonewash,NULL,Sports_Bra,,Rib_Waistband,Yes,No,NULL,V_Neck,Racerback,Light_Support,,,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,116,,
Ryderwear,Female,Stonewash Seamless High-Waisted Scrunch Leggings,Yes,ryderwear_female_stonewash_leggings_foldover_ribbed_high_waisted_scrunch_invisible,Apparel,Stonewash,NULL,Leggings,,Foldover_Ribbed,Yes,Yes,Yes,,,,High_Waisted,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,114,,
Ryderwear,Female,Stonewash Seamless High-Waisted Scrunch Shorts,Yes,ryderwear_female_stonewash_shorts_foldover_ribbed_high_waisted_scrunch_invisible,Apparel,Stonewash,NULL,Shorts,,Foldover_Ribbed,Yes,Yes,Yes,,,,High_Waisted,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,115,,
Ryderwear,Female,Empower Sports Bra — Wide Strap Back Cut-Out,Yes,ryderwear_female_empower_sports_bra_leopard_print_scoop_neck_racerback_wide_strap_back_cutout_medium_support,Apparel,Empower,NULL,Sports_Bra,Leopard_Print,NULL,No,No,NULL,Scoop_Neck,Racerback,Medium_Support,NULL,NULL,Wide_Strap_Back_Cutout,,,Tops,Tops,,,,,,,,,,,,,,,,,,,67,,
Ryderwear,Female,Empower Sports Bra Crop — Cross-Over Straps,Yes,ryderwear_female_empower_sports_bra_leopard_print_cross_over_scoop_neck_cross_over_back_light_support,Apparel,Empower,NULL,Sports_Bra,Leopard_Print,Cross_Over,No,No,NULL,Scoop_Neck,Cross_Over_Back,Light_Support,NULL,NULL,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,66,,
Ryderwear,Female,Empower High-Waisted Shorts,Yes,ryderwear_female_empower_shorts_leopard_print_foldover_ribbed_high_waisted,Apparel,Empower,NULL,Shorts,Leopard_Print,Foldover_Ribbed,No,No,NULL,,,,High_Waisted,NULL,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,65,,
Ryderwear,Female,Empower High-Waisted Leggings,Yes,ryderwear_female_empower_leggings_leopard_print_foldover_ribbed_high_waisted,Apparel,Empower,NULL,Leggings,Leopard_Print,Foldover_Ribbed,No,No,NULL,,,,High_Waisted,NULL,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,64,,
Ryderwear,Female,Honeycomb Seamless Sports Bra,Yes,ryderwear_female_honeycomb_sports_bra_scoop_neck_cross_over_back_medium_support,Apparel,Honeycomb,NULL,Sports_Bra,,NULL,Yes,No,NULL,Scoop_Neck,Cross_Over_Back,Medium_Support,NULL,NULL,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,71,,
Ryderwear,Female,Honeycomb Seamless High-Waisted Scrunch Leggings,Yes,ryderwear_female_honeycomb_leggings_foldover_high_waisted_full_length_scrunch,Apparel,Honeycomb,NULL,Leggings,,Foldover,Yes,Yes,No,,,,High_Waisted,Full_Length,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,69,,
Ryderwear,Female,Honeycomb Seamless High-Waisted Scrunch Shorts,Yes,ryderwear_female_honeycomb_shorts_foldover_high_waisted_scrunch,Apparel,Honeycomb,NULL,Shorts,,Foldover,Yes,Yes,No,,,,High_Waisted,,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,70,,
Ryderwear,Female,Icon V-Neck Sports Bra,Yes,ryderwear_female_icon_sports_bra_v_neck_halter_centre_spine_low_support,Apparel,Icon,NULL,Sports_Bra,NULL,NULL,No,No,NULL,V_Neck,Halter,Low_Support,NULL,NULL,Centre_Spine,,,Tops,Tops,,,,,,,,,,,,,,,,,,,75,,
Ryderwear,Female,Icon Scoop Neck Sports Bra,Yes,ryderwear_female_icon_sports_bra_elastic_underbust_band_scoop_neck_multi_cross_over_back_straps_medium_support,Apparel,Icon,NULL,Sports_Bra,NULL,Elastic_Underbust_Band,No,No,NULL,Scoop_Neck,Multi_Cross_Over_Back_Straps,Medium_Support,NULL,NULL,,,,Tops,Tops,,,,,,,,,,,,,,,,,,,74,,
Ryderwear,Female,Icon Cross-Over Scrunch Leggings,Yes,ryderwear_female_icon_leggings_cross_over_high_waisted_full_length_scrunch,Apparel,Icon,NULL,Leggings,NULL,Cross_Over,No,Yes,No,NULL,NULL,,High_Waisted,Full_Length,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,72,,
Ryderwear,Female,Icon Cross-Over Scrunch Shorts,Yes,ryderwear_female_icon_shorts_cross_over_high_waisted_scrunch,Apparel,Icon,NULL,Shorts,NULL,Cross_Over,No,Yes,No,NULL,NULL,,High_Waisted,NULL,,,,Pants,Pants,,,,,,,,,,,,,,,,,,,73,,
Ryderwear,Female,Ultra Mesh Tank,Yes,ryderwear_female_ultra_tank_top_mesh,Apparel,Ultra,NULL,Tank_Top,,,,,,,,,,,Mesh,,,Tops,Tops,,,,,,,,,,,,,,,,,,,118,,
Ryderwear,Female,Ultra Scoop Tank,Yes,ryderwear_female_ultra_tank_top_scoop,Apparel,Ultra,NULL,Tank_Top,,,,,,,,,,,Scoop,,,Tops,Tops,,,,,,,,,,,,,,,,,,,120,,
Ryderwear,Female,Ultra Scoop T-Shirt,Yes,ryderwear_female_ultra_t_shirt_scoop,Apparel,Ultra,NULL,T_Shirt,,,,,,,,,,,Scoop,,,Tops,Tops,,,,,,,,,,,,,,,,,,,119,,
Ryderwear,Female,Replay Cut-Out Sports Bra,Yes,ryderwear_female_replay_sports_bra_cut-out,Apparel,Replay,NULL,Sports_Bra,,,,,,,,,,,Cut-Out,,,Tops,Tops,,,,,,,,,,,,,,,,,,,103,,
Ryderwear,Female,Replay High-Waisted Leggings,Yes,ryderwear_female_replay_leggings_high-waisted,Apparel,Replay,NULL,Leggings,,,,,,,,,,,High-Waisted,,,Pants,Pants,,,,,,,,,,,,,,,,,,,104,,
Ryderwear,Female,Momentum Twist Sports Bra,Yes,ryderwear_female_momentum_sports_bra_twist,Apparel,Momentum,NULL,Sports_Bra,,,,,,,,,,,Twist,,,Tops,Tops,,,,,,,,,,,,,,,,,,,81,,
Ryderwear,Female,Persist Training Shorts,Yes,ryderwear_female_persist_shorts_training,Apparel,Persist,NULL,Shorts,,,,,,,,,,,Training,,,Pants,Pants,,,,,,,,,,,,,,,,,,,102,,
Ryderwear,Female,Logo Lux Seamless Sports Bra,Yes,ryderwear_female_logo lux_sports_bra_seamless,Apparel,Logo Lux,NULL,Sports_Bra,,,,,,,,,,,Seamless,,,Tops,Tops,,,,,,,,,,,,,,,,,,,80,,
Ryderwear,Female,Staples Seamless Shorts,Yes,ryderwear_female_staples_shorts_seamless,Apparel,Staples,NULL,Shorts,,,,,,,,,,,Seamless,,,Pants,Pants,,,,,,,,,,,,,,,,,,,113,,
Ryderwear,Female,Activate Sports Bra,Yes,ryderwear_female_activate_sports_bra_twist,Apparel,Activate,NULL,Sports_Bra,,,,,,,,,,,Twist,,,Tops,Tops,,,,,,,,,,,,,,,,,,,63,,
Ryderwear,Female,Terry Towelling Cropped Sports Bra,Yes,ryderwear_female_terry towelling_sports_bra_cropped,Apparel,Terry Towelling,NULL,Sports_Bra,,,,,,,,,,,Cropped,,,Tops,Tops,,,,,,,,,,,,,,,,,,,117,,
Ryderwear,Female,Slouchy Off Shoulder Top,Yes,ryderwear_female_slouchy_off_shoulder_top,Apparel,NULL,NULL,Slouchy_Off_Shoulder_Top,,,,,,,,,,,NULL,,,Tops,Tops,,,,,,,,,,,,,,,,,,,112,,
Ryderwear,Unisex,Gym Bag,Yes,ryderwear_unisex_gym_bag_accessories,Non-Wearables,NULL,NULL,Gym_Bag,,,,,,,,,,,Accessories,,,Equipment,Equipment,,,,,,,,,,,,,,,,,,,68,,
Stax,Female,Airlyte: Wrap Longsleeve,Yes,stax_female_long_sleeve_wrap longsleeve,Apparel,,NULL,Long_Sleeve,,,,,,,,,,,Wrap Longsleeve,,,Tops,Tops,Adults,Both,Regular Fit,"training,studio",69.99,59.99,"Wrap yourself in confidence with this sleek and sculpted long-sleeve top. Designed with a flattering deep V-neckline and a soft wrap front, the AirLyté Wrap Longsleeve contours comfortably without clinging too tight. Thumbholes add functionality, while the breathable, four-way stretch fabric keeps up with every rep, reach, and rest. Whether layered over your sports bra for workouts or styled solo for post-gym plans, this top brings form and flow together effortlessly.",,images/brands/stax/women/airlyte/wrap-longsleeve/,images/brands/stax/women/airlyte/wrap-longsleeve/01.png;images/brands/stax/women/airlyte/wrap-longsleeve/02.png;images/brands/stax/women/airlyte/wrap-longsleeve/03.png,stax-airlyte-wrap-longsleeve,stax_airlyte,"Plus-size model wearing the Stax AirLyté Wrap Longsleeve in soft pink, styled with both matching leggings and bike shorts. The fitted top features a wrap-front design, deep V-neckline, and thumbholes, shown in front and side poses.","The Stax AirLyté Wrap Longsleeve is modeled on a plus-size woman in a soft pink colorway. This fitted activewear top has a flattering wrap-style front, deep V-neckline that reveals a berry-toned sports bra underneath, and thumbholes for comfort and stability. Shown paired with both high-rise leggings and bike shorts, the model demonstrates front and side views to highlight the garment’s stretch and sculpted fit.",,,,Yes,34,custom,
