row_number,db_itemId,model_id,itemName,row_group,field,issue_type,readiness_category,remediation_priority,remediation_owner,remediation_pathway,suggested_admin_action,suggested_admin_ui_area,source_of_truth_note,can_fix_in_admin,frontend_ready,current_publication_recommendation,governance_note
57,,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,"NKD Underwire Keyhole Bodysuit",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
57,,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,"NKD Underwire Keyhole Bodysuit",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
58,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,"NKD Core Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
58,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,"NKD Core Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
58,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,"NKD Core Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
59,,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,"Rib Seamless Halter Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
59,,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,"Rib Seamless Halter Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
59,,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,"Rib Seamless Halter Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
60,,ryderwear_female_rib_seamless_t_shirt,"Rib Seamless T-Shirt",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
60,,ryderwear_female_rib_seamless_t_shirt,"Rib Seamless T-Shirt",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
60,,ryderwear_female_rib_seamless_t_shirt,"Rib Seamless T-Shirt",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
61,,ryderwear_female_rib_seamless_leggings_waistband_scrunch,"Rib Seamless Scrunch Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
61,,ryderwear_female_rib_seamless_leggings_waistband_scrunch,"Rib Seamless Scrunch Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
61,,ryderwear_female_rib_seamless_leggings_waistband_scrunch,"Rib Seamless Scrunch Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
62,,ryderwear_female_rib_seamless_shorts_waistband_scrunch,"Rib Seamless Scrunch Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
62,,ryderwear_female_rib_seamless_shorts_waistband_scrunch,"Rib Seamless Scrunch Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
62,,ryderwear_female_rib_seamless_shorts_waistband_scrunch,"Rib Seamless Scrunch Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
63,,ryderwear_female_rib_seamless_sports_bra_scoop_neck_halter_light_support,"Lift Rib Seamless Halter Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
63,,ryderwear_female_rib_seamless_sports_bra_scoop_neck_halter_light_support,"Lift Rib Seamless Halter Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
63,,ryderwear_female_rib_seamless_sports_bra_scoop_neck_halter_light_support,"Lift Rib Seamless Halter Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
64,,ryderwear_female_lift_2_0_sports_bra_rib_waistband_light_support,"Lift 2.0 Seamless Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
64,,ryderwear_female_lift_2_0_sports_bra_rib_waistband_light_support,"Lift 2.0 Seamless Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
65,,ryderwear_female_lift_2_0_leggings_foldover_ribbed_high_waisted,"Lift 2.0 BBL Seamless High-Waisted Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
65,,ryderwear_female_lift_2_0_leggings_foldover_ribbed_high_waisted,"Lift 2.0 BBL Seamless High-Waisted Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
66,,ryderwear_female_lift_2_0_shorts_foldover_ribbed_high_waisted,"Lift 2.0 BBL Seamless High-Waisted Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
66,,ryderwear_female_lift_2_0_shorts_foldover_ribbed_high_waisted,"Lift 2.0 BBL Seamless High-Waisted Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
67,,ryderwear_female_contour_sports_bra_rib_waistband_light_support,"Contour Halter Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
67,,ryderwear_female_contour_sports_bra_rib_waistband_light_support,"Contour Halter Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
67,,ryderwear_female_contour_sports_bra_rib_waistband_light_support,"Contour Halter Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
68,,ryderwear_female_contour_shorts_foldover_ribbed_high_waisted,"Contour Seamless High-Waisted Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
68,,ryderwear_female_contour_shorts_foldover_ribbed_high_waisted,"Contour Seamless High-Waisted Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
68,,ryderwear_female_contour_shorts_foldover_ribbed_high_waisted,"Contour Seamless High-Waisted Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
69,,ryderwear_female_contour_leggings_foldover_ribbed_high_waisted,"Contour Seamless High-Waisted Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
69,,ryderwear_female_contour_leggings_foldover_ribbed_high_waisted,"Contour Seamless High-Waisted Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
69,,ryderwear_female_contour_leggings_foldover_ribbed_high_waisted,"Contour Seamless High-Waisted Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
70,,ryderwear_female_contour_track_pants_brushed_fleece_elastic_waistband_ankle_cuff,"Contour Track Pants",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
70,,ryderwear_female_contour_track_pants_brushed_fleece_elastic_waistband_ankle_cuff,"Contour Track Pants",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
70,,ryderwear_female_contour_track_pants_brushed_fleece_elastic_waistband_ankle_cuff,"Contour Track Pants",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
71,,ryderwear_female_sculpt_sports_bra_rib_waistband_low_support,"Sculpt Seamless Halter Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
71,,ryderwear_female_sculpt_sports_bra_rib_waistband_low_support,"Sculpt Seamless Halter Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
71,,ryderwear_female_sculpt_sports_bra_rib_waistband_low_support,"Sculpt Seamless Halter Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
72,,ryderwear_female_sculpt_shorts_foldover_ribbed_high_waisted_scrunch,"Sculpt Seamless High-Waisted Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
72,,ryderwear_female_sculpt_shorts_foldover_ribbed_high_waisted_scrunch,"Sculpt Seamless High-Waisted Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
72,,ryderwear_female_sculpt_shorts_foldover_ribbed_high_waisted_scrunch,"Sculpt Seamless High-Waisted Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
73,,ryderwear_female_sculpt_leggings_foldover_ribbed_high_waisted_scrunch,"Sculpt Seamless High-Waisted Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
73,,ryderwear_female_sculpt_leggings_foldover_ribbed_high_waisted_scrunch,"Sculpt Seamless High-Waisted Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
73,,ryderwear_female_sculpt_leggings_foldover_ribbed_high_waisted_scrunch,"Sculpt Seamless High-Waisted Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
74,,ryderwear_female_stonewash_sports_bra_rib_waistband_v_neck_racerback_light_support,"Stonewash Seamless Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
74,,ryderwear_female_stonewash_sports_bra_rib_waistband_v_neck_racerback_light_support,"Stonewash Seamless Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
74,,ryderwear_female_stonewash_sports_bra_rib_waistband_v_neck_racerback_light_support,"Stonewash Seamless Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
75,,ryderwear_female_stonewash_leggings_foldover_ribbed_high_waisted_scrunch_invisible,"Stonewash Seamless High-Waisted Scrunch Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
75,,ryderwear_female_stonewash_leggings_foldover_ribbed_high_waisted_scrunch_invisible,"Stonewash Seamless High-Waisted Scrunch Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
75,,ryderwear_female_stonewash_leggings_foldover_ribbed_high_waisted_scrunch_invisible,"Stonewash Seamless High-Waisted Scrunch Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
76,,ryderwear_female_stonewash_shorts_foldover_ribbed_high_waisted_scrunch_invisible,"Stonewash Seamless High-Waisted Scrunch Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
76,,ryderwear_female_stonewash_shorts_foldover_ribbed_high_waisted_scrunch_invisible,"Stonewash Seamless High-Waisted Scrunch Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
76,,ryderwear_female_stonewash_shorts_foldover_ribbed_high_waisted_scrunch_invisible,"Stonewash Seamless High-Waisted Scrunch Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
77,,ryderwear_female_empower_sports_bra_leopard_print_scoop_neck_racerback_wide_strap_back_cutout_medium_support,"Empower Sports Bra — Wide Strap Back Cut-Out",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
77,,ryderwear_female_empower_sports_bra_leopard_print_scoop_neck_racerback_wide_strap_back_cutout_medium_support,"Empower Sports Bra — Wide Strap Back Cut-Out",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
77,,ryderwear_female_empower_sports_bra_leopard_print_scoop_neck_racerback_wide_strap_back_cutout_medium_support,"Empower Sports Bra — Wide Strap Back Cut-Out",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
78,,ryderwear_female_empower_sports_bra_leopard_print_cross_over_scoop_neck_cross_over_back_light_support,"Empower Sports Bra Crop — Cross-Over Straps",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
78,,ryderwear_female_empower_sports_bra_leopard_print_cross_over_scoop_neck_cross_over_back_light_support,"Empower Sports Bra Crop — Cross-Over Straps",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
78,,ryderwear_female_empower_sports_bra_leopard_print_cross_over_scoop_neck_cross_over_back_light_support,"Empower Sports Bra Crop — Cross-Over Straps",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
79,,ryderwear_female_empower_shorts_leopard_print_foldover_ribbed_high_waisted,"Empower High-Waisted Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
79,,ryderwear_female_empower_shorts_leopard_print_foldover_ribbed_high_waisted,"Empower High-Waisted Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
79,,ryderwear_female_empower_shorts_leopard_print_foldover_ribbed_high_waisted,"Empower High-Waisted Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
80,,ryderwear_female_empower_leggings_leopard_print_foldover_ribbed_high_waisted,"Empower High-Waisted Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
80,,ryderwear_female_empower_leggings_leopard_print_foldover_ribbed_high_waisted,"Empower High-Waisted Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
80,,ryderwear_female_empower_leggings_leopard_print_foldover_ribbed_high_waisted,"Empower High-Waisted Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
