model_id,itemName,collection,subCategory,queue_status,source_folder_family_candidate,source_colour_folders_available,recommended_display_colour,source_terminal_folder,source_image_files,proposed_project_image_path,mapping_status,mapping_confidence,reviewer_decision,reviewer_notes
ryderwear_female_honeycomb_sports_bra_scoop_neck_cross_over_back_medium_support,Honeycomb Seamless Sports Bra,Honeycomb,Sports_Bra,already_mapped_or_grandfathered,Women/Non-NKD/Tops/Sports_Bra/Cut/Medium_Support/Seamless/Fabric/Ultra_Soft/__Collection/Contour/Marl,Black,Black,Women/Non-NKD/Tops/Sports_Bra/Cut/Medium_Support/Seamless/Fabric/Ultra_Soft/__Collection/Contour/Marl/Black,01.webp | 02.webp | 03.webp | 04.webp | 05.webp,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/medium-support/seamless/fabric/ultra-soft/--collection/contour/marl/black,already_mapped_or_grandfathered,low,,
ryderwear_female_honeycomb_leggings_foldover_high_waisted_full_length_scrunch,Honeycomb Seamless High-Waisted Scrunch Leggings,Honeycomb,Leggings,already_mapped_or_grandfathered,Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb,Black | Bright_Pink | Candy_Pink | Charcoal | Coral_Pink | Dusty_Pink | Fern_Green | Khaki | Lavender | Mango | Navy | Sage | Sand | Steel_Blue,Black,Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Black,01.png | 02.png | 03.png | 04.png | 05.png | 06.png,images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/legacy/honeycomb/black,already_mapped_or_grandfathered,low,,
ryderwear_female_honeycomb_shorts_foldover_high_waisted_scrunch,Honeycomb Seamless High-Waisted Scrunch Shorts,Honeycomb,Shorts,already_mapped_or_grandfathered,Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb,Black | Bright_Blue | Candy_Pink | Charcoal | Dusty_Pink | Emerald | Fuchsia | Lipstick_Red | Navy | Sage | Sand | Steel_Blue | Taupe_Brown,Black,Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Black,01.png | 02.png | 03.png | 04.png | 05.png | 06.png,images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/seamless/--collection/legacy/honeycomb/black,already_mapped_or_grandfathered,low,,
ryderwear_female_icon_sports_bra_v_neck_halter_centre_spine_low_support,Icon V-Neck Sports Bra,Icon,Sports_Bra,already_mapped_or_grandfathered,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Cut/Low_Support/__Collection/Sculpt/Halter_Bra,Azure | Black | Blossom | Charcoal | Cherry_Red | Cobalt | Forest | Hot_Pink | Jade,Azure,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Cut/Low_Support/__Collection/Sculpt/Halter_Bra/Azure,01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/cut/low-support/--collection/sculpt/halter-bra/azure,already_mapped_or_grandfathered,low,,
ryderwear_female_icon_sports_bra_elastic_underbust_band_scoop_neck_multi_cross_over_back_straps_medium_support,Icon Scoop Neck Sports Bra,Icon,Sports_Bra,already_mapped_or_grandfathered,Women/Non-NKD/Tops/Sports_Bra/Cut/V_Neck/__Collection/Icon/Marl,Fern | Mocha | Navy | Violet,Fern,Women/Non-NKD/Tops/Sports_Bra/Cut/V_Neck/__Collection/Icon/Marl/Fern,01.png | 02.png | 03.png | 04.png | 05.png | 06.png,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/v-neck/--collection/icon/marl/fern,already_mapped_or_grandfathered,low,,
ryderwear_female_icon_leggings_cross_over_high_waisted_full_length_scrunch,Icon Cross-Over Scrunch Leggings,Icon,Leggings,already_mapped_or_grandfathered,Women/Non-NKD/Bottoms/Leggings/Construction/Scrunch/Cross_Over/__Collection/Icon/Marl,Fern | Mocha | Navy | Violet,Fern,Women/Non-NKD/Bottoms/Leggings/Construction/Scrunch/Cross_Over/__Collection/Icon/Marl/Fern,01.png | 02.png | 03.png | 04.png,images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/cross-over/--collection/icon/marl/fern,already_mapped_or_grandfathered,low,,
ryderwear_female_icon_shorts_cross_over_high_waisted_scrunch,Icon Cross-Over Scrunch Shorts,Icon,Shorts,already_mapped_or_grandfathered,Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Cross_Over/__Collection/Icon/Marl/Black,Shadow,Shadow,Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Cross_Over/__Collection/Icon/Marl/Black/Shadow,01-cropped-shadow.png | 03-cropped-shadow.png | 06-cropped-shadow.png,images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/cross-over/--collection/icon/marl/black/shadow,already_mapped_or_grandfathered,low,,
ryderwear_female_ultra_tank_top_mesh,Ultra Mesh Tank,Ultra,Tank_Top,out_of_scope_for_batch_2,Women/Non-NKD/Tops/Tank/Mesh/__Collection/Legacy/Ultra,Tan,Tan,Women/Non-NKD/Tops/Tank/Mesh/__Collection/Legacy/Ultra/Tan,01.webp | 02.webp | 03.webp | 04.webp | 05.webp,images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan,out_of_scope_for_batch_2,low,,
ryderwear_female_ultra_tank_top_scoop,Ultra Scoop Tank,Ultra,Tank_Top,out_of_scope_for_batch_2,Women/Non-NKD/Tops/Tank/Scoop/__Collection/Legacy/Ultra,Tan,Tan,Women/Non-NKD/Tops/Tank/Scoop/__Collection/Legacy/Ultra/Tan,01.webp | 02.webp | 03.webp | 04.webp | 05.webp,images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan,out_of_scope_for_batch_2,low,,
ryderwear_female_ultra_t_shirt_scoop,Ultra Scoop T-Shirt,Ultra,T_Shirt,out_of_scope_for_batch_2,Women/Non-NKD/Tops/Tank/Scoop/__Collection/Legacy/Ultra,Tan,Tan,Women/Non-NKD/Tops/Tank/Scoop/__Collection/Legacy/Ultra/Tan,01.webp | 02.webp | 03.webp | 04.webp | 05.webp,images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan,out_of_scope_for_batch_2,low,,
ryderwear_female_replay_sports_bra_cut-out,Replay Cut-Out Sports Bra,Replay,Sports_Bra,already_mapped_or_grandfathered,Women/Non-NKD/Tops/Sports_Bra/Cut/Legacy/Keyhole_Cut_Out/Training/__Collection/Replay,Black | Coral,Black,Women/Non-NKD/Tops/Sports_Bra/Cut/Legacy/Keyhole_Cut_Out/Training/__Collection/Replay/Black,01.webp | 02.jpg | 03.jpg | 04.jpg | 05.jpg,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/legacy/keyhole-cut-out/training/--collection/replay/black,already_mapped_or_grandfathered,low,,
ryderwear_female_replay_leggings_high-waisted,Replay High-Waisted Leggings,Replay,Leggings,already_mapped_or_grandfathered,Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/__Collection/Replay,Coral,Coral,Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/__Collection/Replay/Coral,01.jpg | 02.webp | 03.jpg | 04.webp | 05.jpg,images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/--collection/replay/coral,already_mapped_or_grandfathered,low,,
ryderwear_female_momentum_sports_bra_twist,Momentum Twist Sports Bra,Momentum,Sports_Bra,out_of_scope_for_batch_2,Women/Non-NKD/Tops/Sports_Bra/Cut/Twist/__Collection/Activate/Marl,Snow_Grey,Snow_Grey,Women/Non-NKD/Tops/Sports_Bra/Cut/Twist/__Collection/Activate/Marl/Snow_Grey,01.webp | 02.webp | 03.webp | 04.webp,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/twist/--collection/activate/marl/snow-grey,out_of_scope_for_batch_2,low,,
ryderwear_female_persist_shorts_training,Persist Training Shorts,Persist,Shorts,already_mapped_or_grandfathered,Women/Non-NKD/Bottoms/Shorts/Construction/Training/Legacy/__Collection/Persist,Dusty_Green,Dusty_Green,Women/Non-NKD/Bottoms/Shorts/Construction/Training/Legacy/__Collection/Persist/Dusty_Green,01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/training/legacy/--collection/persist/dusty-green,already_mapped_or_grandfathered,low,,
ryderwear_female_logo lux_sports_bra_seamless,Logo Lux Seamless Sports Bra,Logo Lux,Sports_Bra,already_mapped_or_grandfathered,Women/Non-NKD/Tops/Sports_Bra/Fabric/Ribbed/Seamless/__Collection/Logo_Lux,Fern_Green,Fern_Green,Women/Non-NKD/Tops/Sports_Bra/Fabric/Ribbed/Seamless/__Collection/Logo_Lux/Fern_Green,01.webp | 02.webp | 03.webp | 04.webp | 05.webp,images/brands/ryderwear/women/non-nkd/tops/sports-bra/fabric/ribbed/seamless/--collection/logo-lux/fern-green,already_mapped_or_grandfathered,low,,
ryderwear_female_staples_shorts_seamless,Staples Seamless Shorts,Staples,Shorts,already_mapped_or_grandfathered,Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Staples/Marl,Blue | Violet,Blue,Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Staples/Marl/Blue,01.webp | 02.webp | 03.webp | 04.webp | 05.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/staples/marl/blue,already_mapped_or_grandfathered,low,,
ryderwear_female_activate_sports_bra_twist,Activate Sports Bra,Activate,Sports_Bra,out_of_scope_for_batch_2,Women/Non-NKD/Tops/Sports_Bra/Cut/Twist/__Collection/Activate/Marl,Snow_Grey,Snow_Grey,Women/Non-NKD/Tops/Sports_Bra/Cut/Twist/__Collection/Activate/Marl/Snow_Grey,01.webp | 02.webp | 03.webp | 04.webp,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/twist/--collection/activate/marl/snow-grey,out_of_scope_for_batch_2,low,,
ryderwear_female_terry towelling_sports_bra_cropped,Terry Towelling Cropped Sports Bra,Terry Towelling,Sports_Bra,already_mapped_or_grandfathered,Women/Non-NKD/Tops/Sports_Bra/Cut/Legacy/Terry_Towelling,Cobalt_Blue | Green | Lemon | Musk_Pink,Cobalt_Blue,Women/Non-NKD/Tops/Sports_Bra/Cut/Legacy/Terry_Towelling/Cobalt_Blue,01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/legacy/terry-towelling/cobalt-blue,already_mapped_or_grandfathered,low,,
ryderwear_female_slouchy_off_shoulder_top,Slouchy Off Shoulder Top,NULL,Slouchy_Off_Shoulder_Top,out_of_scope_for_batch_2,Women/Non-NKD/Tops/Slouchy_Off_Shoulder_Top,Espresso | Khaki | Limoncello | Vanilla,Espresso,Women/Non-NKD/Tops/Slouchy_Off_Shoulder_Top/Espresso,01.webp | 02.webp | 03.webp | 04.webp | 05.webp,images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso,out_of_scope_for_batch_2,low,,
ryderwear_unisex_gym_bag_accessories,Gym Bag,NULL,Gym_Bag,out_of_scope_for_batch_2,Women/Accessories/Pilates_Gym_Bag,Vanilla,Vanilla,Women/Accessories/Pilates_Gym_Bag/Vanilla,01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp | 08.webp,images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla,out_of_scope_for_batch_2,low,,
